Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO2e),Total CO? Excluding Land-Use Change and Forestry (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),LUCF (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Egypt,2006,247.1368,246.9239,180.4291,44.12714043,20.5034855,2.077045177,175.160968,20.37728518,31.72753259,19.88096529,-0.21288,5.81,66.29,44.75,32.26,18.29850748,13.56246057
Egypt,2007,262.7813,262.5685,194.4476,45.18344875,20.99728217,2.153006503,188.1981333,21.63305451,32.64387536,20.30623223,-0.21278,6.13,68.56,49.84,36,19.9528323,13.84530103
Egypt,2008,267.0325,266.8199,197.0727,46.23975707,21.49107884,2.228967828,190.3466286,22.39418383,33.56021814,20.73149917,-0.21267,4.26,73.93,43.5,38,20.87715712,14.03947149
Egypt,2009,269.0645,268.852,197.4786,47.2960654,21.98487551,2.304929154,187.6551239,25.78606516,34.47656091,21.15676611,-0.21256,3.96,78.16,32.09,40.66,22.51148193,14.23364195
Egypt,2010,276.5847,276.3722,203.3727,48.35237372,22.47867219,2.380890479,193.0002392,26.60948248,35.39290369,21.58203305,-0.21245,3.91,80.96,33.73,38.45,25.87580675,13.98443242
Egypt,2011,286.3179,286.1054,211.5212,49.32832977,22.9155088,2.552786155,203.3366781,24.87990013,36.08931501,22.01197551,-0.21245,3.63,86.05,40.33,39.95,22.7442779,14.26240015
El Salvador,1990,7.2385,8.5639,2.5488,3.404857234,1.281349981,0.003507957,2.851647496,0.322275957,3.179662878,0.87489684,1.32543,0.11,0.17,0.64,1.25,0.791647496,0
El Salvador,1991,7.9394,9.2647,3.2371,3.421026825,1.27439458,0.00687225,3.583361512,0.34396025,3.114492486,0.887567407,1.32532,0.09,0.66,0.69,1.37,0.863361512,0
El Salvador,1992,8.1937,9.5223,3.4788,3.437196416,1.267439179,0.010236543,4.025075527,0.219084543,3.049322093,0.900237974,1.32862,0.13,0.64,0.85,1.58,0.955075527,0
El Salvador,1993,8.8161,10.1481,4.0887,3.453366006,1.260483778,0.013600836,4.486789543,0.442288836,2.9841517,0.912908541,1.33192,0.15,0.84,0.87,1.73,1.046789543,0
El Salvador,1994,9.3051,10.6403,4.565,3.469535597,1.253528376,0.016965129,5.028503558,0.441989129,2.918981307,0.925579108,1.33522,0.14,1.2,0.86,1.84,1.128503558,0
El Salvador,1995,9.826,11.1645,5.0733,3.485705188,1.246572975,0.020329422,5.570217574,0.463673422,2.853810914,0.938249675,1.33852,0.16,1.34,0.88,2.1,1.250217574,0
El Salvador,1996,9.3478,10.6896,4.5527,3.498017986,1.261499226,0.035622254,5.06375402,0.508278254,2.844662388,0.951100804,1.34182,0.15,0.92,0.82,2.08,1.24375402,0
El Salvador,1997,10.267,11.6121,5.4293,3.510330785,1.276425476,0.050915087,5.907290465,0.560211087,2.835513862,0.963951933,1.34512,0.15,1.39,1,2.11,1.407290465,0
El Salvador,1998,10.6615,12.0099,5.7813,3.522643583,1.291351726,0.066207919,6.270826911,0.597487919,2.826365335,0.976803062,1.34842,0.19,1.44,1.09,2.27,1.470826911,0
El Salvador,1999,10.6557,12.0074,5.733,3.534956381,1.306277976,0.081500752,6.244363357,0.594460752,2.817216809,0.989654191,1.35172,0.21,1.08,1.12,2.58,1.464363357,0
El Salvador,2000,10.7065,12.0616,5.7413,3.54726918,1.321204226,0.096793584,6.267899803,0.628073584,2.808068283,1.002505321,1.35502,0.22,1.15,1.13,2.5,1.487899803,0
El Salvador,2001,11.2349,12.6741,6.1362,3.62516955,1.35091583,0.122587733,6.612697006,0.708827733,2.896496045,1.006892329,1.43923,0.22,1.4,1.18,2.51,1.522697006,0
El Salvador,2002,11.4516,12.8928,6.2195,3.703069921,1.380627434,0.148381881,6.64749421,0.807901881,2.984923808,1.011279337,1.44125,0.2,1.51,1.21,2.44,1.48749421,0
El Salvador,2003,11.988,13.4313,6.6225,3.780970292,1.410339038,0.17417603,7.022291414,0.86667203,3.07335157,1.015666345,1.44327,0.21,1.52,1.23,2.66,1.612291414,0
El Salvador,2004,12.0791,13.5244,6.5802,3.858870662,1.440050642,0.199970178,7.057088618,0.830178178,3.161779333,1.020053354,1.4453,0.23,1.45,1.18,2.81,1.617088618,0
El Salvador,2005,12.4566,13.9039,6.8243,3.936771033,1.469762246,0.225764327,7.391885822,0.790020327,3.250207095,1.024440362,1.44732,0.24,1.5,1.24,3.03,1.621885822,0
El Salvador,2006,12.9456,14.2843,7.1722,4.017876272,1.500690397,0.254842367,7.66660812,0.907034367,3.344221283,1.027737266,1.3387,0.23,1.81,1.21,2.91,1.73660812,0
El Salvador,2007,13.493,14.835,7.5785,4.098981512,1.531618548,0.283920408,8.091330419,0.932448408,3.438235471,1.031034169,1.34193,0.36,1.89,1.43,3.12,1.651330419,0
El Salvador,2008,12.8742,14.2193,6.8185,4.180086751,1.562546699,0.312998449,7.346052718,0.961526449,3.53224966,1.034331073,1.34515,0.35,1.65,1.08,2.92,1.696052718,0
El Salvador,2009,12.9713,14.3197,6.7746,4.261191991,1.59347485,0.34207649,7.360775016,0.94663649,3.626263848,1.037627977,1.34838,0.35,1.63,0.97,3.03,1.730775016,0
El Salvador,2010,12.7851,14.1367,6.4472,4.34229723,1.624403002,0.37115453,7.055497315,0.96838653,3.720278036,1.040924881,1.35161,0.34,1.36,0.92,2.98,1.795497315,0
El Salvador,2011,12.4738,13.8254,6.03,4.395059871,1.647629967,0.401070734,7.242648793,,3.776044816,1.04399623,1.35161,0.35,1.45,0.98,3.08,1.732648793,0
Equatorial Guinea,1990,0.2214,5.582,0.1209,0.087597272,0.012871236,0,,0,0.018629853,0.081838655,5.3606,,,,,,0
Equatorial Guinea,1991,0.3422,5.7028,0.2015,0.127443224,0.013105327,0.000102495,,0.000102495,0.01884707,0.084262497,5.3606,,,,,,0.037438985
Equatorial Guinea,1992,0.397,5.7575,0.2162,0.167289176,0.013339419,0.000204989,,0.000204989,0.019064288,0.086686338,5.36054,,,,,,0.07487797
Equatorial Guinea,1993,1.2521,6.6125,1.031,0.207135127,0.013573511,0.000307484,,0.000307484,0.019281505,0.089110179,5.36047,,,,,,1.040766955
Equatorial Guinea,1994,1.2263,6.5867,0.9651,0.246981079,0.013807603,0.000409979,,0.000409979,0.019498723,0.09153402,5.36041,,,,,,1.078175939
Equatorial Guinea,1995,1.3617,6.7221,1.0603,0.286827031,0.014041695,0.000512473,,0.000512473,0.01971594,0.093957861,5.36035,,,,,,1.115614924
Equatorial Guinea,1996,3.0612,8.4214,1.5372,1.508519076,0.014384034,0.001028888,,0.001028888,0.019930306,0.097081933,5.36028,,,,,,2.825870871
Equatorial Guinea,1997,4.496,9.8562,1.7495,2.730211122,0.014726374,0.001545303,,0.001545303,0.020144673,0.100206005,5.36022,,,,,,4.080976818
Equatorial Guinea,1998,5.6304,10.9905,1.6613,3.951903168,0.015068713,0.002061718,,0.002061718,0.020359039,0.103330076,5.36016,,,,,,5.336082765
Equatorial Guinea,1999,7.2439,12.604,2.0524,5.173595213,0.015411052,0.002578133,,0.002578133,0.020573405,0.106454148,5.3601,,,,,,6.718628712
Equatorial Guinea,2000,8.5428,13.9028,2.1286,6.395287259,0.015753391,0.003094548,,0.003094548,0.020787772,0.109578219,5.36003,,,,,,8.046554659
Equatorial Guinea,2001,10.5085,15.8702,2.4507,8.037836037,0.015961151,0.004025377,,0.004025377,0.020875629,0.113301078,5.36171,,,,,,9.740110481
Equatorial Guinea,2002,12.6723,18.0333,2.9708,9.680384816,0.016168911,0.004956207,,0.004956207,0.020963486,0.117023937,5.36101,,,,,,10.8329063
Equatorial Guinea,2003,16.2741,21.6344,4.9289,11.32293359,0.01637667,0.005887036,,0.005887036,0.021051344,0.120746795,5.36031,,,,,,13.38210213
Equatorial Guinea,2004,18.7048,24.0644,5.716,12.96548237,0.01658443,0.006817865,,0.006817865,0.021139201,0.124469654,5.35961,,,,,,16.29538795
Equatorial Guinea,2005,19.5542,24.9131,4.9216,14.60803115,0.016792189,0.007748695,,0.007748695,0.021227059,0.128192512,5.35892,,,,,,16.65999377
Equatorial Guinea,2006,20.1613,25.445,5.4529,14.68227158,0.017080079,0.009040205,,0.009040205,0.021430426,0.132328968,5.28372,,,,,,16.73018226
Equatorial Guinea,2007,20.0475,25.3328,5.2633,14.75651201,0.017367969,0.010331715,,0.010331715,0.021633793,0.136465423,5.28535,,,,,,16.07217076
Equatorial Guinea,2008,19.7826,25.0695,4.9225,14.83075243,0.017655858,0.011623225,,0.011623225,0.02183716,0.140601878,5.28698,,,,,,16.14235925
Equatorial Guinea,2009,20.4271,25.7157,5.4912,14.90499286,0.017943748,0.012914736,,0.012914736,0.022040526,0.144738334,5.28861,,,,,,16.66767775
Equatorial Guinea,2010,20.2885,25.5787,5.2768,14.97923329,0.018231637,0.014206246,,0.014206246,0.022243893,0.148874789,5.29024,,,,,,16.46478624
Equatorial Guinea,2011,20.3788,25.669,5.2323,15.11199556,0.018658336,0.015797056,,,0.022697443,0.153120818,5.29024,,,,,,16.32020564
Eritrea,1990,,,,2.030301047,3.118501064,0,,,2.806919934,0.351682177,,,,,,,
Eritrea,1991,,,,2.028733466,3.081631286,0.0000203,,,2.725258781,0.360874615,,,,,,,
Eritrea,1992,5.502,5.502,0.43,2.027165886,3.044761508,0.0000407,2.478262714,,2.643597628,0.370067052,,0.71,0.27,0.02,0.11,2.078262714,
Eritrea,1993,5.6636,6.2624,0.63,2.025598306,3.00789173,0.000061,2.722294072,,2.561936475,0.379259489,0.59881,0.49,0.33,0.04,0.21,2.142294072,
Eritrea,1994,5.7271,6.3279,0.732,2.024030725,2.971021952,0.0000814,2.826325429,0.022065371,2.480275322,0.388451927,0.60079,0.66,0.32,0.05,0.28,2.176325429,0
Eritrea,1995,5.7524,6.3551,0.7956,2.022463145,2.934152175,0.000101713,2.940356786,0.025749713,2.398614169,0.397644364,0.60277,0.44,0.31,0.06,0.33,2.240356786,0
Eritrea,1996,5.9673,6.5721,0.872,2.176781992,2.918328545,0.000200922,2.878063361,0.022184922,2.643659724,0.423387452,0.60476,0.49,0.33,0.05,0.38,2.118063361,0
Eritrea,1997,6.0632,6.67,0.8293,2.33110084,2.902504915,0.000300131,2.685769936,0.029612131,2.888705279,0.44913054,0.60674,0.26,0.3,0.05,0.36,1.975769936,0
Eritrea,1998,5.9845,6.5932,0.612,2.485419687,2.886681286,0.00039934,2.353476511,0.02238334,3.133750834,0.474873627,0.60872,0.02,0.24,0.04,0.23,1.843476511,0
Eritrea,1999,6.1631,6.7738,0.652,2.639738534,2.870857656,0.000498549,2.261183086,0.022482549,3.378796389,0.500616715,0.6107,0.03,0.29,0.05,0.21,1.711183086,0
Eritrea,2000,6.2817,6.8944,0.632,2.794057381,2.855034027,0.000597758,2.108889662,0.022581758,3.623841944,0.526359803,0.61268,0.03,0.28,0.04,0.2,1.588889662,0
Eritrea,2001,6.2612,6.8548,0.692,2.771078592,2.797375218,0.000775984,2.152208218,0.022759984,3.550294674,0.545950918,0.59359,0.05,0.29,0.05,0.25,1.562208218,0
Eritrea,2002,6.1708,6.766,0.682,2.748099803,2.73971641,0.000954211,2.095526775,0.022938211,3.476747403,0.565542034,0.59522,0.03,0.26,0.04,0.26,1.535526775,0
Eritrea,2003,6.0903,6.6875,0.682,2.725121014,2.682057601,0.001132438,2.068845332,0.023116438,3.403200133,0.58513315,0.5972,0.03,0.26,0.04,0.27,1.498845332,0
Eritrea,2004,6.0098,6.6089,0.682,2.702142225,2.624398792,0.001310665,2.052163889,0.023294665,3.329652863,0.604724266,0.59902,0.03,0.28,0.04,0.25,1.482163889,0
Eritrea,2005,5.8494,6.4503,0.602,2.679163436,2.566739984,0.001488892,1.945482446,0.023472892,3.256105592,0.624315382,0.60095,0.03,0.28,0.04,0.18,1.445482446,0
Eritrea,2006,5.7581,6.2473,0.522,2.711972521,2.522384986,0.001737865,1.823133051,0.023721865,3.280415757,0.640808699,0.48925,0.02,0.26,0.03,0.14,1.393133051,0
Eritrea,2007,5.7368,6.229,0.512,2.744781606,2.478029989,0.001986838,1.740783655,0.023970838,3.304725923,0.657302016,0.49221,0.02,0.27,0.02,0.12,1.330783655,0
Eritrea,2008,5.6555,6.1499,0.442,2.77759069,2.433674991,0.002235811,1.62843426,0.024219811,3.329036088,0.673795333,0.49441,0.01,0.23,0.02,0.11,1.26843426,0
Eritrea,2009,5.6642,6.1612,0.462,2.810399775,2.389319994,0.002484784,1.606084865,0.024468784,3.353346253,0.69028865,0.49699,0,0.25,0.03,0.11,1.216084865,0
Eritrea,2010,5.6929,6.1925,0.502,2.84320886,2.344964996,0.002733757,1.57373547,0.024717757,3.377656418,0.706781967,0.49958,0,0.26,0.02,0.14,1.15373547,0
Eritrea,2011,5.7962,6.2958,0.51,2.90073481,2.382184959,0.003277287,1.615895622,,3.443491621,0.723532526,0.49958,0,0.28,0.02,0.15,1.165895622,0
Estonia,1990,41.6748,41.6748,36.5734,3.143630857,1.957540635,0.000227302,37.43037149,0.468282304,3.025314467,0.750835537,,0.67,26.39,4.55,2.36,2.982556261,1.147815227
Estonia,1991,37.195,37.195,32.5396,2.900607347,1.754223253,0.000565045,33.3176177,0.434980865,2.704793204,0.737583698,,0.77,24.12,3.36,2.16,2.627147034,1.050470664
Estonia,1992,27.9998,33.6676,23.7904,2.657583838,1.55090587,0.000902789,24.57486391,0.306372789,2.384271941,0.72433186,5.66778,0.42,19.07,2.1,1.08,1.371737806,0.953126101
Estonia,1993,21.9725,27.703,18.2092,2.414560328,1.347588488,0.001240532,18.95211012,0.255600532,2.063750678,0.711080021,5.73049,0.52,13.99,1.87,1.16,1.076328579,0.855781538
Estonia,1994,21.2789,27.0721,17.9615,2.171536819,1.144271106,0.001578275,18.62935633,0.208492275,1.743229415,0.697828182,5.79319,0.44,13.68,1.82,1.39,0.980919352,0.758436975
Estonia,1995,19.1602,25.0161,16.2888,1.928513309,0.940953723,0.001916018,16.83660254,0.216344018,1.422708152,0.684576343,5.8559,0.33,11.86,2.13,1.39,0.795510125,0.661092412
Estonia,1996,20.0375,25.9596,17.1542,1.934705436,0.94576544,0.002830587,17.73655803,0.203036587,1.385816125,0.712082723,5.92208,0.34,12.45,2.15,1.51,0.94389486,0.682663168
Estonia,1997,19.6577,25.6379,16.7625,1.940897564,0.950577157,0.003745157,17.33651352,0.222705157,1.348924098,0.739589103,5.98014,0.37,12.45,1.75,1.55,0.882279595,0.704233924
Estonia,1998,19.0684,25.1112,16.1612,1.947089691,0.955388873,0.004659726,16.80646901,0.172757726,1.312032071,0.767095483,6.04285,0.38,12.03,1.59,1.64,0.82066433,0.725804681
Estonia,1999,17.9886,24.094,15.0695,1.953281818,0.96020059,0.005574296,15.7364245,0.192426296,1.275140044,0.794601863,6.10539,0.41,11.66,1.05,1.64,0.639049065,0.747375437
Estonia,2000,17.7159,23.8823,14.7849,1.959473945,0.965012307,0.006488865,15.46637999,0.179118865,1.238248017,0.822108242,6.16641,0.39,11.18,1.21,1.63,0.6774338,0.768946193
Estonia,2001,18.2123,24.7846,15.2815,1.972242281,0.950128761,0.008417253,15.94772756,0.217369658,1.234122078,0.813088995,6.57233,0.37,10.99,1.38,1.95,0.853016478,0.774711086
Estonia,2002,17.7714,24.3801,14.8408,1.985010617,0.935245216,0.010345641,15.48907514,0.248292451,1.22999614,0.804069748,6.60869,0.42,10.84,1,2.06,0.808599156,0.78047598
Estonia,2003,19.7432,26.3205,16.8128,1.997778953,0.920361671,0.012274029,17.45042271,0.271887244,1.225870202,0.7950505,6.57725,0.4,12.66,1.15,1.98,0.874181834,0.786240873
Estonia,2004,19.948,26.5268,17.0178,2.010547289,0.905478126,0.014202416,17.61177028,0.328458036,1.221744263,0.786031253,6.57883,0.56,12.65,1.29,2.02,0.859764512,0.792005767
Estonia,2005,20.1628,26.7432,17.2327,2.023315626,0.890594581,0.016130804,17.78311785,0.385028829,1.217618325,0.777012006,6.58042,0.52,12.7,1.32,2.12,0.84534719,0.797770661
Estonia,2006,18.8687,26.3473,15.9414,2.016935205,0.89197984,0.018462357,16.45477076,0.445639321,1.214528181,0.763799138,7.47852,0.76,11.38,1.23,2.28,0.756275289,0.808495473
Estonia,2007,22.65,30.1005,19.7253,2.010554784,0.893365099,0.020793911,20.19642367,0.491593814,1.211438037,0.750586271,7.45046,0.93,14.72,1.52,2.41,0.727203387,0.819220285
Estonia,2008,21.0351,28.5131,18.113,2.004174363,0.894750359,0.023125464,18.66807658,0.431292306,1.208347893,0.737373403,7.47798,0.87,13.35,1.41,2.34,0.738131486,0.829945097
Estonia,2009,17.7406,25.1913,14.8212,1.997793942,0.896135618,0.025457018,15.61972949,0.191454799,1.205257749,0.724160535,7.45071,0.81,11.13,0.85,2.11,0.689059584,0.84066991
Estonia,2010,21.5736,29.0265,18.6569,1.991413521,0.897520877,0.027788571,19.4513824,0.219089291,1.202167606,0.710947668,7.45292,0.8,14.85,0.82,2.23,0.699987682,0.851394722
Estonia,2011,22.2012,29.6542,19.3,1.969997204,0.900449752,0.030794668,20.26772552,,1.201184956,0.707099762,7.45292,0.69,15.48,0.93,2.23,0.792827818,0.834897699
Ethiopia,1990,75.8921,75.8921,2.3785,44.27011187,29.24341504,0,10.53979548,0.168544,62.66989392,2.513837513,,0.57,0.3,0.6,0.92,8.719795476,0
Ethiopia,1991,75.4825,75.4825,2.4029,44.20875765,28.87062441,0.000240086,10.86395855,0.143136086,61.90275703,2.572666469,,0.6,0.32,0.62,0.92,9.00395855,0
Ethiopia,1992,74.2659,74.2659,1.6202,44.14740342,28.49783377,0.000480172,10.34812162,0.150704172,61.13562015,2.631495425,,0.56,0.07,0.33,0.73,9.218121624,0
Ethiopia,1993,74.2577,100.4236,2.0459,44.0860492,28.12504314,0.000720259,11.0122847,0.176592259,60.36848326,2.690324382,26.16593,0.73,0.07,0.47,0.87,9.602284698,0
Ethiopia,1994,74.1487,100.2539,2.3708,44.02469498,27.75225251,0.000960345,11.55644777,0.231792345,59.60134637,2.749153338,26.10518,0.77,0.07,0.59,0.96,9.936447772,0
Ethiopia,1995,74.0281,100.0725,2.6841,43.96334075,27.37946187,0.001200431,12.07061085,0.305312431,58.83420948,2.807982294,26.04443,0.72,0.07,0.64,1.07,10.29061085,0
Ethiopia,1996,75.793,101.7853,2.9944,44.94965928,27.84653929,0.002407341,12.85920767,0.346823341,59.72344503,2.853545866,25.9923,0.65,0.07,0.69,1.19,10.90920767,0
Ethiopia,1997,77.4069,103.145,3.1537,45.93597781,28.3136167,0.003614252,13.51780449,0.377342252,60.61268058,2.899109437,25.73805,0.39,0.05,0.74,1.24,11.48780449,0
Ethiopia,1998,79.0315,105.019,3.3237,46.92229634,28.78069412,0.004821163,14.19640131,0.378549163,61.50191614,2.944673009,25.98744,0.2,0.04,0.79,1.36,12.00640131,0
Ethiopia,1999,80.4212,106.2987,3.2588,47.90861487,29.24777153,0.006028073,14.71499814,0.324796073,62.39115169,2.99023658,25.87753,0.22,0.02,0.79,1.4,12.50499814,0
Ethiopia,2000,82.2767,107.7455,3.6597,48.8949334,29.71484894,0.007234984,15.51359496,0.446914984,63.28038724,3.035800151,25.46877,0.24,0.02,0.87,1.54,13.08359496,0
Ethiopia,2001,86.4602,112.7998,4.487,50.86051778,31.10327178,0.009395017,16.73761092,0.456403017,66.17317764,3.093000994,26.33957,0.29,0.02,1.04,1.92,13.75761092,0
Ethiopia,2002,89.9964,116.4438,4.667,52.82610215,32.49169462,0.011555051,17.33162689,0.458563051,69.06596805,3.150201836,26.44745,0.28,0.02,1.09,2.02,14.20162689,0
Ethiopia,2003,93.8198,120.6123,5.1343,54.79168652,33.88011746,0.013715084,18.07564285,0.577971084,71.95875846,3.207402678,26.79256,0.27,0.01,1.03,2.1,14.93564285,0
Ethiopia,2004,97.4975,124.3053,5.4559,56.7572709,35.2685403,0.015875118,18.70965882,0.671731118,74.85154886,3.26460352,26.80773,0.37,0.02,1.2,2.26,15.22965882,0
Ethiopia,2005,100.6583,126.8883,5.2604,58.72285527,36.65696314,0.018035151,18.79367478,0.798467151,77.74433927,3.321804362,26.23003,0.46,0.01,1.24,2.09,15.45367478,0
Ethiopia,2006,105.2082,131.1231,5.641,61.27377577,38.27288857,0.02046698,19.47411697,0.88150698,81.47181215,3.390735226,25.91492,0.56,0.01,1.33,2.23,15.90411697,0
Ethiopia,2007,109.9062,135.4497,6.1697,63.82469628,39.888814,0.022898809,20.41455916,0.832642809,85.19928503,3.45966609,25.54358,0.69,0.16,1.44,2.42,16.39455916,0
Ethiopia,2008,114.548,140.2262,6.6423,66.37561678,41.50473943,0.025330637,21.16500135,0.937666637,88.92675791,3.528596954,25.67817,0.68,0.45,1.41,2.5,16.80500135,0
Ethiopia,2009,119.0218,144.537,6.9468,68.92653728,43.12066486,0.027762466,21.59544353,1.174594466,92.65423079,3.597527818,25.51523,0.78,0.49,1.33,2.61,17.16544353,0
Ethiopia,2010,123.0489,148.3437,6.8047,71.47745778,44.73659029,0.030194295,21.62588572,1.374882295,96.38170367,3.666458682,25.29479,1.01,0.03,1.42,2.67,17.50588572,0
Ethiopia,2011,124.6134,149.9082,5.86,73.04371176,45.67614892,0.033506332,22.26149697,,98.57193361,3.7464301,25.29479,1.08,0.04,1.52,2.87,17.83149697,0
European Union (15),1990,4068.3526,3886.9534,3178.2276,450.6842157,404.6278916,34.81286841,3179.693223,239.1609368,445.2359559,178.1973424,-181.39913,173.51,1160.41,609.03,676.5,684.2223434,49.53087969
European Union (15),1991,4114.1962,3932.0537,3232.4192,444.2837331,400.507752,36.98545642,3261.732268,235.7169532,440.6402805,176.1166734,-182.14248,171.9,1178.69,589.27,690.56,724.7663009,78.44596751
European Union (15),1992,4042.0793,3858.4499,3168.6504,437.8832504,396.3876125,39.15804443,3197.197286,234.8414336,436.0446051,174.0360044,-183.62945,178.25,1157.99,565.17,710.71,691.8702584,71.45702773
European Union (15),1993,3976.6494,3791.533,3111.5686,431.4827677,392.2674729,41.33063244,3142.243134,231.0420421,431.4489297,171.9553355,-185.11642,185.33,1107.45,546.74,719.6,695.2842158,73.16891796
European Union (15),1994,3978.9359,3792.3325,3122.2031,425.082285,388.1473333,43.50322045,3147.839861,234.3581385,426.8532544,169.8746665,-186.60338,185.33,1124.27,561.05,723.85,665.9581733,72.71168818
European Union (15),1995,4002.5844,3814.4941,3154.1996,418.6818023,384.0271938,45.67580847,3177.598259,234.9445549,422.257579,167.7939975,-188.0903,190.92,1143.96,559.16,730.64,675.7021308,68.13612841
European Union (15),1996,4078.76,3889.2024,3244.4336,410.0887476,376.0203545,48.21727572,3266.214187,227.1585802,422.3623114,162.9949331,-189.55758,200.15,1167.88,546.81,748.22,737.594569,65.70961814
European Union (15),1997,4008.5782,3817.5063,3188.3102,401.4956928,368.0135152,50.75874298,3202.508435,225.4768295,422.4670437,158.1958686,-191.07192,214.92,1134.97,558.07,756.13,691.2970073,62.04142787
European Union (15),1998,4049.2583,3856.7952,3243.0488,392.902638,360.0066759,53.30021024,3251.065213,222.2745188,422.571776,153.3968041,-192.46315,227.53,1157.12,560.63,781.49,692.7194455,59.1057676
European Union (15),1999,4015.7517,3821.691,3223.6006,384.3095832,351.9998366,55.84167749,3226.075801,218.4016961,422.6765084,148.5977397,-194.06074,226.32,1146.89,545.79,801.12,673.2618838,59.01391733
European Union (15),2000,4026.8569,3827.0795,3248.7643,375.7165285,343.9929973,58.38314475,3245.405709,214.8513054,422.7812407,143.7986752,-199.77746,239.23,1174.98,555.54,803.42,656.254322,55.21138706
European Union (15),2001,4074.783,3845.4534,3311.6729,366.7087394,337.6254851,58.77580792,3306.281156,212.0606642,417.5340491,138.9170895,-229.32956,239.77,1190.98,561.47,810.27,691.0761425,52.48501316
European Union (15),2002,4050.6185,3820.2318,3302.4911,357.7009504,331.2579729,59.1684711,3294.323952,209.922215,412.2868574,134.0355038,-230.38669,242.23,1223.93,544.56,817.17,658.807963,49.85598926
European Union (15),2003,4105.5882,3874.4711,3372.4434,348.6931614,324.8904607,59.56113427,3359.139639,210.2349818,407.0396657,129.153918,-231.11707,246.56,1256.76,554.61,824.83,675.9697834,46.96985536
European Union (15),2004,4114.9025,3882.4278,3396.7404,339.6853723,318.5229485,59.95379745,3377.845625,211.0020846,401.792474,124.2723323,-232.47467,264.08,1279.47,539.13,840.2,674.5416039,44.50402145
European Union (15),2005,4069.9122,3836.453,3366.7327,330.6775833,312.1554363,60.34646062,3345.033862,208.9222594,396.5452824,119.3907465,-233.45919,275.78,1269.27,524.89,835.91,673.0034244,41.96043755
European Union (15),2006,4065.2469,3902.1204,3369.1519,325.725768,309.4699889,60.89926596,3337.335007,215.2210608,395.3535993,117.3172583,-163.12648,289.05,1287.23,509.73,840.61,659.2334003,40.53160626
European Union (15),2007,4009.8542,3846.3371,3320.8436,320.7739528,306.7845414,61.4520713,3284.515211,215.9432541,394.1619161,115.2437701,-163.51702,292.93,1294.84,518.55,841.39,592.1033762,37.63183497
European Union (15),2008,3934.3473,3770.2536,3252.4212,315.8221375,304.099094,62.00487663,3227.047366,201.1593995,392.970233,113.1702819,-164.09372,294.53,1235.86,503.28,814.32,637.2833521,36.30401368
European Union (15),2009,3667.0713,3502.4438,2992.2297,310.8703223,301.4136466,62.55768197,2980.39651,183.7594489,391.7785499,111.0967937,-164.62752,268,1125.76,421.6,787.89,610.323328,34.82318239
European Union (15),2010,3733.5953,3568.5646,3065.8381,305.918507,298.7281992,63.11048731,3057.221245,176.8238823,390.5868668,109.0233055,-165.03065,267.07,1148.51,451.29,780.04,643.9433039,33.4379411
European Union (15),2011,3611.0495,3446.0188,2939.479,305.0412665,299.6773176,66.85191276,2931.408767,178.0741689,392.8654924,108.5811954,-165.03065,271.47,1114.3,451.94,769.57,562.5572724,33.04149421
European Union (28),1990,5384.8334,5170.5188,4194.581,611.2576023,539.921899,39.07285137,4232.044551,285.9608493,622.2086804,208.9213645,-214.31464,182.8,1685.07,832.76,753.13,862.5583476,98.52620301
European Union (28),1991,5333.5195,5118.3231,4166.5391,598.6751879,527.2675175,41.03766867,4235.068019,277.0416065,605.1006262,207.0900898,-215.19641,179.76,1670.24,775.14,760.29,903.4961286,125.9018905
European Union (28),1992,5171.417,4932.6056,4027.7086,586.0927734,514.613136,43.00248597,4095.40746,273.9326824,587.9925719,205.2588151,-238.81142,186.78,1643.03,711.87,779.51,843.6239096,117.3735503
European Union (28),1993,5066.6119,4803.4838,3946.1754,573.510359,501.9587545,44.96730327,4023.539487,268.80032,570.8845176,203.4275404,-263.12803,193.26,1572.84,689.19,785.35,850.1416906,126.0177961
European Union (28),1994,5030.4708,4765.5395,3933.3064,560.9279445,489.304373,46.93212057,4002.556945,272.5311736,553.7764633,201.5962657,-264.93132,193.61,1568.23,710.68,791.23,808.7694716,123.6474738
European Union (28),1995,5047.2301,4780.4955,3973.3377,548.3455301,476.6499915,48.89693787,4038.616074,272.2206353,536.6684091,199.764991,-266.73456,198.9,1577.41,729.28,798.88,815.8872527,117.1588215
European Union (28),1996,5146.2015,4877.6437,4090.0099,537.081615,467.3740141,51.73601924,4151.503975,265.1049145,534.2583061,195.2943108,-268.55784,207.23,1613.89,721.1,826.22,877.0005057,113.2934691
European Union (28),1997,5047.4871,4777.0537,4008.9963,525.8177,458.0980367,54.57510061,4060.360196,264.5550818,531.8482032,190.8236307,-270.4334,221.24,1561.29,726.57,838.59,825.7237588,108.1864367
